2015/06/05	代码	名称	最新	市盈率	涨幅	总额	换手率	销售毛利率	每股净资产	净利润同比	主营收入同比	连涨日子	连涨涨幅	连涨上市	涨停降幅	涨停位置	小幅个数	备忘	报告期	主营收入同比	A股	行业	市盈率	净利润同比	主营收入同比	400组振幅	外盘	30组涨幅	30日子	量比	均价	委比	委差	成交笔数	成交方向	总市值	流通市值
613	'600754'	锦江股份		48.46①				90.158	10.760	59.140	41.480	2301.000							20150331一季报	41.480	44724	社会服务	48.46①	59.140	41.480						37.02					2978325	1655685
614	'600755'	厦门国贸		47.19①				3.647	4.560	-48.800	-18.660								20150331一季报	-18.660	166447	商业贸易	47.19①	-48.800	-18.660						15.10					2513350	2513350
615	'600756'	浪潮软件		78.99①				36.586	3.109	202.020	16.220	152.000							20150331一季报	16.220	27875	信息技术	78.99①	202.020	16.220						24.33					678192	678192
616	'600757'	长江传媒		69.65①				31.691	3.955	-34.460	0.860	1641.000							20150331一季报	0.860	120779	文化传播	69.65①	-34.460	0.860						13.93					1690615	1682452
617	'600758'	红阳能源		75.79①				23.971	1.702	-0.960	-9.990	217.000							20150331一季报	-9.990	11505	供水供电	75.79①	-0.960	-9.990						18.19					377773	209276
618	'600759'	洲际油气		2611.67①				48.637	3.079	110.110	1786.610	38.000							20150331一季报	1786.610	121602	房地产	2611.67①	110.110	1786.610						15.67					2728397	1905507
619	'600760'	中航黑豹		-52.60①				4.844	1.658	-38.170	-40.650								20150331一季报	-40.650	34494	机械仪表	-52.60①	-38.170	-40.650						21.04					725755	725755
620	'600761'	安徽合力		34.72①				21.038	6.359	-57.530	-14.990	2386.000							20150331一季报	-14.990	61682	机械仪表	34.72①	-57.530	-14.990						20.83					1284831	1284831
621	'600763'	通策医疗		110.44①				41.888	4.123	26.380	23.090								20150331一季报	23.090	16032	社会服务	110.44①	26.380	23.090						88.35					1416427	1416427
622	'600764'	中电广通		239.92①				13.464	1.875	3653.660	68.000								20150331一季报	68.000	32973	信息技术	239.92①	3653.660	68.000						30.71					1012592	1012592
623	'600765'	中航重机		153.80①				22.698	4.587	-5.050	-15.090	541.000							20150331一季报	-15.090	77800	机械仪表	153.80①	-5.050	-15.090						30.76					2393138	2393138
624	'600766'	园城黄金		334.75①				100.000	0.153	-65.340	-65.470	1813.000							20150331一季报	-65.470	22393	房地产	334.75①	-65.340	-65.470						13.39					300240	299845
625	'600767'	运盛实业		-244.20①				42.271	1.049	19.410	-17.860	140.000							20150331一季报	-17.860	34091	房地产	-244.20①	19.410	-17.860						24.42					832747	832503
626	'600768'	宁波富邦		-79.01①				1.684	0.668	26.580	1.650								20150331一季报	1.650	13375	金属材料	-79.01①	26.580	1.650						22.44					300129	300129
627	'600769'	祥龙电业		714.44①				9.120	0.101	272.140	192.330	1986.000							20150331一季报	192.330	37498	石油化工	714.44①	272.140	192.330						12.86					482221	482221
628	'600770'	综艺股份		466.59①				35.973	2.539	512.470	-19.020	3657.000							20150331一季报	-19.020	110460	电子	466.59①	512.470	-19.020						20.53					2668900	2267744
629	'600771'	广誉远  		-2388.50①				68.818	0.340	86.110	44.890	1809.000							20150331一季报	44.890	18976	生物医药	-2388.50①	86.110	44.890						47.77					1164673	906484
630	'600773'	西藏城投		284.67①				38.537	3.350	-6.460	-95.850	1139.000							20150331一季报	-95.850	53964	房地产	284.67①	-6.460	-95.850						17.08					1245497	921703
631	'600774'	汉商集团		218.91①				27.019	3.237	196.690	2.270	2185.000							20150331一季报	2.270	17443	商业贸易	218.91①	196.690	2.270						28.02					489160	488750
632	'600775'	南京熊猫		160.95①				14.922	3.514	15.670	10.350	1409.000							20150331一季报	10.350	63262	信息技术	160.95①	15.670	10.350						22.34					2041515	1413280
633	'600776'	东方通信		171.46①				14.012	2.304	20.210	-9.710	1576.000							20150331一季报	-9.710	95600	信息技术	171.46①	20.210	-9.710						15.50					1946800	1481800
634	'600777'	新潮实业		-59.60①				24.483	1.840	-641.320	-77.090								20150331一季报	-77.090	62531	综合类	-59.60①	-641.320	-77.090						11.92					745505	745367
635	'600778'	友好集团		25.93①				21.274	5.605	-25.430	-9.050								20150331一季报	-9.050	31031	商业贸易	25.93①	-25.430	-9.050						12.31					383446	381995
636	'600780'	通宝能源		20.47①				21.559	3.909	-26.340	-12.430	2809.000							20150331一季报	-12.430	114650	供水供电	20.47①	-26.340	-12.430						9.99					1145356	1145356
637	'600781'	辅仁药业		184.58①				44.888	1.957	1.790	4.750								20150331一季报	4.750	17759	生物医药	184.58①	1.790	4.750						27.17					482520	482520
638	'600782'	新钢股份		-27.25①				-3.780	5.684	-430.960	-26.720	1781.000							20150331一季报	-26.720	139345	金属材料	-27.25①	-430.960	-26.720						8.72					1215087	1215087
639	'600783'	鲁信创投		105.52①				13.512	4.516	49.610	-23.750	1522.000							20150331一季报	-23.750	74436	金属材料	105.52①	49.610	-23.750						42.21					3141941	3141941
640	'600784'	鲁银投资		-242.86①				12.508	2.649	-143.750	-57.380	576.000							20150331一季报	-57.380	49661	金属材料	-242.86①	-143.750	-57.380						13.60					772722	675395
641	'600785'	新华百货		19.01①				19.935	7.973	-27.700	9.590	3.000							20150331一季报	9.590	20743	商业贸易	19.01①	-27.700	9.590						26.62					600631	552182
642	'600787'	中储股份		315.13①				4.676	3.256	-71.520	-40.960								20150331一季报	-40.960	168021	商业贸易	315.13①	-71.520	-40.960						15.00					2789743	2520309
643	'600789'	鲁抗医药		703.50①					2.426	115.420	6.870	1.000							20150331一季报	6.870	58158	生物医药	703.50①	115.420	6.870						14.07					818277	818277
644	'600790'	轻纺城  		45.98①				64.943	3.329	-13.990	-0.450	1500.000							20150331一季报	-0.450	80441	综合类	45.98①	-13.990	-0.450						14.77					1546410	1188112
645	'600791'	京能置业		-63.81①				61.662	3.130	-224.870	-79.020	1660.000							20150331一季报	-79.020	45231	房地产	-63.81①	-224.870	-79.020						10.21					462390	461812
646	'600792'	云煤能源	10.63	-33.22①	-1.30%	105437	10.23%	0.656	3.378	-11113.730	-27.260	121.000							20150331一季报	-27.260	95203	石油化工	-33.22①	-11113.730	-27.260		469872			1.32	10.82	2.99%	100		-	1052289	1012007
647	'600794'	保税科技		119.64①				11.668	1.472	-3.750	157.840	2115.000							20150331一季报	157.840	101321	交通仓储	119.64①	-3.750	157.840						10.05					1197532	1018280
648	'600795'	国电电力		20.99①				30.503	2.594	15.570	-16.110	1987.000							20150331一季报	-16.110	1781554	供水供电	20.99①	15.570	-16.110						7.22					14187587	12862816
649	'600796'	钱江生化		154.25①				25.492	1.830	43.560	0.03	1741.000							20150331一季报	0.03	30140	生物医药	154.25①	43.560	0.03						12.34					371930	371930
650	'600797'	浙大网新		-75.83①				16.876	1.850	-51.320	-9.860	0.000							20150331一季报	-9.860	82171	信息技术	-75.83①	-51.320	-9.860						9.10					747758	747758
651	'600798'	宁波海运		4740.00①				27.527	2.260	103.740	11.530	10.000							20150331一季报	11.530	103085	交通仓储	4740.00①	103.740	11.530						9.48					977247	977247
652	'600800'	天津磁卡		-96.25①				7.826	0.154	-223.550	-26.420	0.000							20150331一季报	-26.420	61031	其他制造	-96.25①	-223.550	-26.420						11.55					706018	704909
653	'600801'	华新水泥		150.75①				23.069	6.547	-77.510	-9.480	2255.000							20150331一季报	-9.480	97168	金属材料	150.75①	-77.510	-9.480						12.06					1804755	1171846
654	'600802'	福建水泥		-13.52①				-0.927	3.520	-254.730	53.530	1581.000							20150331一季报	53.530	38187	金属材料	-13.52①	-254.730	53.530						11.68					446029	446029
655	'600803'	新奥股份		103.75①				23.968	4.611	-72.810	-25.240	577.000							20150331一季报	-25.240	41657	石油化工	103.75①	-72.810	-25.240						20.75					2045504	864385
656	'600804'	鹏博士  		98.77①				60.672	3.673	-0.690	9.290	51.000							20150331一季报	9.290	134289	信息技术	98.77①	-0.690	9.290						47.41					6595457	6366655
657	'600805'	悦达投资		26.53①				16.803	7.573	-42.490	11.380	4748.000							20150331一季报	11.380	84920	综合类	26.53①	-42.490	11.380						18.04					1535014	1531961
658	'600806'	昆明机床						25.080	2.047	103.870	62.470	60.000							20150331一季报	62.470	39019	机械仪表		103.870	62.470												
659	'600807'	天业股份		302.49①				40.175	0.813	183.590	-0.170	512.000							20150331一季报	-0.170	41585	房地产	302.49①	183.590	-0.170						20.69					1457993	860402
660	'600808'	马钢股份		-19.05①				2.613	2.938	-33.510	-13.900	144.000							20150331一季报	-13.900	596775	金属材料	-19.05①	-33.510	-13.900						5.89					4535701	3515005
661	'600809'	山西汾酒		23.26①				67.898	4.761	-37.100	-7.820	1601.000							20150331一季报	-7.820	86585	食品饮料	23.26①	-37.100	-7.820						23.14					2003573	2003573
662	'600810'	神马股份		301.50①				3.845	5.263	-82.210	-24.920	969.000							20150331一季报	-24.920	44228	石油化工	301.50①	-82.210	-24.920						12.06					533390	533390
663	'600811'	东方集团		24.27①				2.716	6.251	14.200	69.260								20150331一季报	69.260	166681	商业贸易	24.27①	14.200	69.260						14.91					2485207	2485207
664	'600812'	华北制药		209.77①				16.920	3.202	170.210	-27.190	1683.000							20150331一季报	-27.190	102858	生物医药	209.77①	170.210	-27.190						9.23					1505233	949377
665	'600814'	杭州解百		27.41①				22.195	2.708	-6.520	-7.180	2053.000							20150331一季报	-7.180	31038	商业贸易	27.41①	-6.520	-7.180						12.06					862322	374322
666	'600815'	厦工股份		-33.99①				7.361	4.153	-488.560	-38.550	116.000							20150331一季报	-38.550	95897	机械仪表	-33.99①	-488.560	-38.550						13.01					1247620	1247620
667	'600816'	安信信托		24.18①				62.944	4.427	-17.900	2.900	920.000							20150331一季报	2.900	45411	金融保险	24.18①	-17.900	2.900						43.85					1991271	1991271
668	'600818'	中路股份		1255.96①				19.775	1.192	112.890	-4.630	16.000							20150331一季报	-4.630	23796	机械仪表	1255.96①	112.890	-4.630						65.31					2099376	1554103
669	'600819'	耀皮玻璃		-56.10①				17.471	3.354	-596.960	-11.620	1824.000							20150331一季报	-11.620	67247	金属材料	-56.10①	-596.960	-11.620						11.22					1048976	754514
670	'600820'	隧道股份		43.19①				14.200	5.060	10.660	11.860								20150331一季报	11.860	231825	建筑业	43.19①	10.660	11.860						15.55					4889070	3604880
671	'600821'	津劝业  		275.50①				18.415	1.444	-5.340	-25.830	3653.000							20150331一季报	-25.830	41627	商业贸易	275.50①	-5.340	-25.830						11.02					458728	458728
672	'600822'	上海物贸		171.62①				1.405	2.013	40.070	-27.910	427.000							20150331一季报	-27.910	39615	商业贸易	171.62①	40.070	-27.910						14.21					704778	562926
673	'600823'	世茂股份		34.51①				44.681	9.145	5.340	25.160	1915.000							20150331一季报	25.160	175862	房地产	34.51①	5.340	25.160						19.85					3490867	3490867
674	'600824'	益民集团		51.40①				20.796	1.705	10.060	10.620								20150331一季报	10.620	105403	商业贸易	51.40①	10.060	10.620						11.00					1159430	1159430
675	'600825'	新华传媒		226.18①				31.325	2.430	93.680	-21.000	1949.000							20150331一季报	-21.000	104489	商业贸易	226.18①	93.680	-21.000						17.19					1796162	1796162
676	'600826'	兰生股份		50.53①				4.573	9.417	681.330	84.710	1938.000							20150331一季报	84.710	42064	商业贸易	50.53①	681.330	84.710						34.36					1445327	1445327
677	'600827'	百联股份		12.02①				21.756	9.669	85.020	-3.650	27.000							20150331一季报	-3.650	154278	商业贸易	12.02①	85.020	-3.650						21.64					3727481	3338571
678	'600828'	成商集团		34.01①				21.127	2.164	-29.260	-8.590	4728.000							20150331一季报	-8.590	56982	商业贸易	34.01①	-29.260	-8.590						8.68					495142	494601
679	'600829'	人民同泰		39.17①				16.055	2.323	25.290	7.910	62.000							20150331一季报	7.910	57989	生物医药	39.17①	25.290	7.910						17.03					987550	987550
680	'600830'	香溢融通		74.90①				13.857	4.361	10.610	23.130								20150331一季报	23.130	45432	商业贸易	74.90①	10.610	23.130						15.28					694205	694205
681	'600831'	广电网络		64.50①				37.060	3.257	3.930	1.810	65.000							20150331一季报	1.810	56344	文化传播	64.50①	3.930	1.810						20.64					1162937	1162937
682	'600833'	第一医药		127.69①				14.354	3.166	16.670	8.320	3124.000							20150331一季报	8.320	22309	商业贸易	127.69①	16.670	8.320						27.53					614157	614157
683	'600834'	申通地铁		143.15①				9.048	2.888	-2.190	4.560	2.000							20150331一季报	4.560	47738	社会服务	143.15①	-2.190	4.560						16.72					798183	798183
684	'600835'	上海机电		61.23①				20.218	5.937	-17.050	0.440	2156.000							20150331一季报	0.440	80650	机械仪表	61.23①	-17.050	0.440						34.29					3506973	2765503
685	'600836'	界龙实业		1411.50①				27.088	1.313	93.760	20.930	1575.000							20150331一季报	20.930	31356	造纸印刷	1411.50①	93.760	20.930						28.23					885189	885189
686	'600837'	海通证券		18.69①				69.261	8.543	238.880	162.340	1602.000							20150331一季报	162.340	809213	金融保险	18.69①	238.880	162.340						28.84					33170902	23337706
687	'600838'	上海九百		99.55①				53.566	1.922	166.630	-11.820	402.000							20150331一季报	-11.820	40088	商业贸易	99.55①	166.630	-11.820						15.57					624173	624173
688	'600839'	四川长虹		611.18①				13.997	3.054	87.570	9.440	1889.000							20150331一季报	9.440	461000	电子	611.18①	87.570	9.440						9.29					4288491	4282688
689	'600841'	上柴股份		78.95①				17.913	4.007	-37.980	-23.500	1777.000							20150331一季报	-23.500	52189	机械仪表	78.95①	-37.980	-23.500						15.79					1368503	824068
690	'600843'	上工申贝		49.63①				33.065	3.011	171.260	-1.050	361.000							20150331一季报	-1.050	30465	机械仪表	49.63①	171.260	-1.050						14.81					812461	451181
691	'600844'	丹化科技		-930.77①				32.068	1.088	91.110	39.400	1687.000							20150331一季报	39.400	58483	石油化工	-930.77①	91.110	39.400						9.68					753705	566113
692	'600845'	宝信软件		83.92①				28.093	6.653	10.020	5.410	3052.000							20150331一季报	5.410	23685	信息技术	83.92①	10.020	5.410						63.78					2322431	1510614
693	'600846'	同济科技		92.31①				12.212	2.773	-16.430	-15.780	1153.000							20150331一季报	-15.780	62476	建筑业	92.31①	-16.430	-15.780						14.77					922773	922773
694	'600847'	万里股份		1253.85①				16.579	4.528	-6.420		2064.000							20150331一季报		13316	机械仪表	1253.85①	-6.420							32.60					513396	434118
695	'600848'	自仪股份		-1114.00①				15.676	0.333	16.970	-10.950	116.000							20150331一季报	-10.950	29214	机械仪表	-1114.00①	16.970	-10.950						22.28					889611	650891
696	'600850'	华东电脑		207.79①				18.612	4.481	23.690	-15.590	217.000							20150331一季报	-15.590	17103	信息技术	207.79①	23.690	-15.590						90.43					2909539	1546638
697	'600851'	海欣股份		98.50③				19.366	2.768	114.910	-10.750	1960.000							20140930三季报	-10.750	73821	纺织服装	98.50③	114.910	-10.750						13.37					1613835	986982
698	'600853'	龙建股份		-147.13①				10.574	1.450	7.720	-1.440	1583.000							20150331一季报	-1.440	53681	建筑业	-147.13①	7.720	-1.440						10.77					578142	578142
699	'600854'	春兰股份		26.40①				24.377	3.757	-23.830	-56.700	1339.000							20150331一季报	-56.700	51946	机械仪表	26.40①	-23.830	-56.700						8.30					431151	431151
700	'600855'	航天长峰		-736.00①				31.878	2.489	-2497.280	-27.080	1165.000							20150331一季报	-27.080	33011	机械仪表	-736.00①	-2497.280	-27.080						51.52					1708493	1700750
